feature,global_mean,global_std,local_std,stability_ratio,stability_gain
feature_aspiratory_bilabiate_epicondyle,1156.6341463414635,723.9730997513515,466.09661521686115,0.6438037758266737,257.8764845344903
feature_aspiring_exceptional_gould,1520.0243902439024,534.9745694703573,427.26854493386236,0.7986707580453263,107.70602453649497
feature_assentive_judgmental_tondo,1498.3066202090592,983.1844333990746,302.59244864680176,0.30776773753493664,680.5919847522728
feature_assessable_chiliastic_vacillation,1811.1881533101046,472.7109327777531,388.7367513931604,0.8223561683011179,83.97418138459273
feature_assigned_unaccommodated_cheeseboard,1422.3519163763067,582.2022715635634,452.38609374738866,0.7770256418485963,129.81617781617473
feature_assimilable_branching_baudelaire,1510.7073170731708,485.66905118219154,422.12473582771617,0.8691612833887624,63.54431535447537
feature_astylar_freemasonic_reedbuck,1107.445993031359,569.6212541407735,492.60232659929227,0.8647892314733622,77.01892754148128
feature_asyndetic_unwieldy_glossolalia,1029.9303135888501,558.9146007324764,457.51520505187017,0.8185780161267591,101.39939568060623
feature_ataraxic_voluntary_eleanor,2490.191637630662,316.26635923269635,51.09801411422059,0.16156639055191033,265.16834511847577
feature_atheistic_troglodytical_northerner,2170.8588850174215,432.55232928932855,163.40522514560288,0.3777698421230863,269.14710414372564
feature_atherine_hellish_etymology,1449.7317073170732,542.6464217726857,460.243205578189,0.8481456563828309,82.40321619449668
feature_atherosclerotic_laming_walton,1561.0923344947735,965.0927200536994,330.7409993727686,0.3427038589145773,634.3517206809308
feature_athirst_second_triplication,1009.939024390244,837.5403747563694,378.41405129388966,0.45181589174607356,459.1263234624797
feature_atlantic_upscale_dioptre,2498.560975609756,291.5247075099293,48.927871811756596,0.16783439122425023,242.59683569817273
feature_atmospherical_undisciplinable_enterostomy,968.1933797909408,531.0348511630981,456.3031475697157,0.8592715648893826,74.7317035933824
feature_atomism_nonconcurrent_sylph,2014.7648083623694,478.85093930707563,267.88350735241903,0.559429846248316,210.9674319546566
feature_atonic_repetitive_terrorist,1995.9372822299651,463.0158549374861,281.06767705561884,0.6070368305067374,181.94817788186725
feature_attachable_martinique_beg,942.177700348432,567.0058340413582,425.7428378216163,0.7508614766573319,141.26299621974186
feature_attenuate_several_hydrofoil,1394.3919860627177,562.2000736993923,445.40859260232344,0.7922599327877051,116.79148109706887
feature_aubusson_sapheaded_parasol,1619.6533101045295,745.3468358920993,384.01427834465545,0.515215547785927,361.33255754744386
feature_auctionary_moderate_houseparent,1426.871080139373,539.0691648596645,451.89918322504076,0.8382953666858006,87.16998163462375
feature_augmentable_circulatory_telautography,1404.9337979094078,1064.5569976259028,268.486148138577,0.2522045778077972,796.0708494873259
feature_aulic_frayed_broomrape,803.2857142857143,542.8885305652502,417.8982937117233,0.7697681387311898,124.99023685352694
feature_auricled_upriver_sapience,2467.3571428571427,313.13928616593864,53.32553819439646,0.17029335043619603,259.81374797154217
feature_auscultatory_shuffling_exaction,2316.2508710801394,281.2772348638315,119.69730039310613,0.42554919331119184,161.57993447072536
feature_australian_unstigmatized_pasch,1622.2682926829268,536.0328040203425,391.71210336271764,0.7307614392716385,144.32070065762485
feature_australoid_microelectronic_interjector,1793.2160278745644,522.1740216847394,384.84151360255066,0.7369985821219143,137.33250808218872
feature_austrian_parliamentary_lithotrity,946.2979094076655,877.8354666778831,378.39122298098175,0.43105027917473093,499.44424369690137
feature_autocratic_unhoarded_valiance,891.2979094076655,617.6152414632983,403.7868185579571,0.6537837660891859,213.8284229053412
feature_avionic_disjoint_kromesky,1023.6289198606272,561.0286239208451,475.4659757421037,0.8474896920931198,85.56264817874143
feature_avocado_gassier_recurrence,1455.3902439024391,1021.4267547564178,287.44272362976034,0.28141295721033616,733.9840311266576
feature_avocado_unsympathising_byrnie,1534.9094076655051,958.8638267246528,317.8817972883751,0.33151922976823067,640.9820294362777
feature_avulsed_oolitic_dirac,1348.219512195122,658.154893980336,432.11143155382496,0.6565497506833632,226.0434624265111
feature_awash_reverberative_isatin,1607.7839721254356,538.5608856908029,419.20419920941174,0.7783784718634098,119.3566864813912
feature_axial_solutrean_pry,1259.3832752613241,564.1716868872809,478.54853553426994,0.8482321014274542,85.62315135301094
feature_axile_complexioned_tartarization,1523.4146341463415,575.9455709768733,450.98679202264793,0.7830371735608971,124.95877895422541
feature_bacilliform_solomonic_exotoxin,1181.2351916376306,560.4990316527277,456.7805690327947,0.8149533598406026,103.718462619933
feature_backbreaking_crackliest_collectivist,652.170731707317,643.3978291938286,346.94730629758,0.5392422705751148,296.4505228962486
feature_bacteriostatic_cancrine_baseman,661.6724738675958,592.0107783219546,395.59910037227576,0.6682295573969029,196.41167794967885
feature_baculine_panoplied_aerobiology,1793.3048780487804,497.728732524406,356.1580562272142,0.7155665987391036,141.57067629719177
feature_baked_batholithic_toner,1437.0104529616724,763.4574381885664,314.860357777085,0.41241376667197743,448.59708041148133
feature_balustered_ornamental_pooch,1333.588850174216,658.9767611024091,453.121389209999,0.6876136093964338,205.85537189241012
feature_barbecued_squallier_noble,1233.0940766550523,578.4921286989111,477.0978192392226,0.8247265529995459,101.39430945968849
feature_barbellate_suitable_ecumenism,1748.8885017421603,535.3236969309612,397.79514897124346,0.7430927329610549,137.52854795971774
feature_bared_seismological_ravine,1444.5853658536585,1040.2196365916732,302.35221053361767,0.29066189475550414,737.8674260580556
feature_barelegged_lated_schwarzkopf,766.4529616724739,906.5476755308629,267.5530299330378,0.2951339870529833,638.9946455978251
feature_barer_aponeurotic_assorter,1524.0452961672474,542.2014186613944,438.42625535405534,0.8086040358146926,103.77516330733908
